"NDB_No"|"Seq"|"Amount"|"Msre_Desc"|"Gm_Wgt"|"Num_Data_Pts"|"Std_Dev"
"18356"|"2"|1.00|"large"|83.00||
"18356"|"3"|1.00|"roll (2-3/4"" square)"|60.00||
"18357"|"1"|1.00|"oz"|28.35||
"18357"|"2"|1.00|"roll"|30.00||
"18358"|"1"|1.00|"oz"|28.35||
"18358"|"2"|1.00|"roll"|30.00||
"18360"|"1"|1.00|"oz"|28.35||
"18360"|"2"|1.00|"large (6-1/2"" dia)"|21.00||
"18360"|"3"|1.00|"medium (approx 5"" dia)"|12.70|15|0.94
"18360"|"4"|1.00|"miniature (3"" dia)"|5.00||
"18361"|"1"|1.00|"oz"|28.35||
"18361"|"2"|1.00|"toaster pastry"|50.00||
"18362"|"1"|1.00|"oz"|28.35||
"18362"|"2"|1.00|"toaster pastry"|54.00|8|2.86
"18362"|"3"|1.00|"Pop tart"|54.00|8|2.86
"18363"|"1"|1.00|"enchilada"|19.00|20|0.62
"18363"|"2"|1.00|"tortilla"|24.00|404|5.40
"18363"|"3"|1.00|"oz"|28.35||
"18364"|"1"|1.00|"oz"|28.35||
"18364"|"2"|1.00|"tortilla medium (approx 6"" dia)"|30.00|120|2.98
"18364"|"3"|1.00|"tortilla (approx 7-8"" dia)"|46.00|428|6.07
"18364"|"4"|1.00|"tortilla (approx 10"" dia)"|70.00|78|10.11
"18364"|"5"|1.00|"tortilla (approx 12"" dia)"|114.00|22|14.97
"18365"|"1"|1.00|"oz"|28.35||
"18365"|"2"|1.00|"waffle, square (4"" square) (include frozen)"|35.00||
"18367"|"1"|1.00|"oz"|28.35||
"18367"|"2"|1.00|"waffle, round (7"" dia)"|75.00||
"18368"|"1"|1.00|"oz"|28.35||
"18368"|"2"|1.00|"wrapper, eggroll (7"" square)"|32.00||
"18368"|"3"|1.00|"wrapper, wonton (3-1/2"" square)"|8.00||
"18369"|"1"|1.00|"tsp"|4.60||
"18369"|"2"|0.50|"tsp"|2.30||
"18370"|"1"|1.00|"tsp"|4.60||
"18370"|"2"|0.50|"tsp"|2.30||
"18371"|"1"|1.00|"tsp"|5.00||
"18371"|"2"|0.50|"tsp"|2.50||
"18372"|"1"|1.00|"tsp"|4.60||
"18372"|"2"|0.50|"tsp"|2.30||
"18373"|"1"|1.00|"tsp"|3.00||
"18373"|"2"|0.50|"tsp"|1.50||
"18374"|"1"|1.00|"cake (0.6 oz)"|17.00||
"18375"|"1"|1.00|"tbsp"|12.00||
"18375"|"2"|1.00|"tsp"|4.00||
"18375"|"3"|1.00|"packet"|7.20|3|0.17
"18376"|"1"|1.00|"cup"|120.00||
"18376"|"2"|1.00|"oz"|28.35||
"18377"|"1"|1.00|"oz"|28.35||
"18377"|"2"|1.00|"cookie (2-5/8"" dia)"|15.00||
"18378"|"1"|1.00|"oz"|28.35||
"18378"|"2"|1.00|"cookie, medium (2-1/4"" dia)"|16.00||
"18383"|"1"|1.00|"oz"|28.35||
"18383"|"2"|1.00|"slice"|17.00||
"18384"|"1"|1.00|"oz"|28.35||
"18384"|"2"|1.00|"slice"|25.00||
"18385"|"1"|1.00|"oz"|28.35||
"18385"|"2"|1.00|"slice"|25.00||
"18386"|"1"|1.00|"oz"|28.35||
"18386"|"2"|1.00|"muffin, toaster"|31.00||
"18388"|"1"|1.00|"oz"|28.35||
"18388"|"2"|1.00|"muffin, toaster"|34.00||
"18390"|"1"|1.00|"oz"|28.35||
"18390"|"2"|1.00|"pancake (4"" dia)"|38.00||
"18390"|"3"|1.00|"pancake (6"" dia)"|77.00||
"18396"|"1"|1.00|"oz"|28.35||
"18396"|"2"|1.00|"large roll or bun (3-1/2"" dia)"|43.00||
"18396"|"3"|1.00|"roll (2-1/2"" dia)"|35.00||
"18398"|"1"|1.00|"crust, single 9"""|223.00||
"18398"|"2"|1.00|"piece (1/8 of 9"" crust)"|28.00||
"18399"|"1"|1.00|"crust, single 9"""|244.00||
"18399"|"2"|1.00|"piece (1/8 of 9"" crust)"|30.00||
"18400"|"1"|1.00|"matzo"|28.00||
"18400"|"2"|0.50|"oz"|14.20||
"18401"|"1"|1.00|"cup"|129.00||
"18401"|"2"|1.00|"crust, single 9"""|176.00||
"18401"|"3"|1.00|"piece (1/8 of 9"" crust)"|22.00||
"18402"|"1"|1.00|"crust, single 9"""|194.00||
"18402"|"2"|1.00|"piece (1/8 of 9"" crust)"|24.00||
"18403"|"1"|1.00|"oz"|28.35||
"18403"|"2"|1.00|"waffle, round (4"" dia)"|33.00||
"18403"|"3"|1.00|"waffle, square (4"" square)"|33.00||
"18406"|"1"|1.00|"mini bagel (2-1/2"" dia)"|26.00||
"18406"|"2"|1.00|"small bagel (3"" dia)"|69.00|14|11.38
"18406"|"3"|1.00|"medium bagel (3-1/2"" to 4"" dia)"|105.00|43|7.61
"18406"|"4"|1.00|"large bagel (4-1/2"" dia)"|131.00|7|9.84
"18406"|"5"|1.00|"oz"|28.35||
"18407"|"1"|1.00|"mini bagel (2-1/2"" dia)"|26.00||
"18407"|"2"|1.00|"small bagel (3"" dia)"|69.00|14|11.38
"18407"|"3"|1.00|"medium bagel (3-1/2"" to 4"")"|105.00|43|7.61
"18407"|"4"|1.00|"large bagel (4-1/2"" dia)"|131.00|7|9.84
"18407"|"5"|1.00|"oz"|28.35||
"18408"|"1"|1.00|"mini bagel (2-1/2"" dia)"|26.00||
"18408"|"2"|1.00|"small bagel (3"" dia)"|69.00|14|11.38
"18408"|"3"|1.00|"medium bagel (3-1/2"" to 4"" dia)"|105.00|43|7.61
"18408"|"4"|1.00|"large bagel (4-1/2"" dia)"|131.00|7|9.84
"18408"|"5"|1.00|"oz"|28.35||
"18412"|"1"|1.00|"oz"|28.35||
"18412"|"2"|1.00|"package (8.5 oz)"|241.00||
"18413"|"1"|1.00|"oz"|28.35||
"18413"|"2"|1.00|"pita, large (6-1/2"" dia)"|60.00||
"18414"|"1"|1.00|"oz"|28.35||
"18414"|"2"|1.00|"slice, large"|32.00||
"18414"|"3"|1.00|"slice"|26.00||
"18414"|"4"|1.00|"slice, thin"|23.00||
"18416"|"1"|1.00|"cup, crumbs"|45.00||
"18416"|"2"|1.00|"cup, cubes"|35.00||
"18416"|"3"|1.00|"oz"|28.35||
"18416"|"4"|1.00|"slice, large"|30.00||
"18416"|"5"|1.00|"slice"|25.00||
"18416"|"6"|1.00|"slice, thin"|20.00||
"18417"|"1"|1.00|"oz"|28.35||
"18417"|"2"|1.00|"individual cake"|57.00||
"18417"|"3"|1.00|"piece (1/9 of 20 oz cake)"|63.00||
"18418"|"1"|1.00|"piece (1/10 of 10.6 oz cake)"|30.00||
"18418"|"2"|1.00|"piece (1/12 of 12 oz cake)"|28.00||
"18418"|"3"|1.00|"snack cake (2.5 oz)"|71.00||
"18419"|"1"|1.00|"oz"|28.35||
"18419"|"2"|1.00|"package (18.50 oz)"|524.00||
"18420"|"1"|1.00|"oz"|28.35||
"18420"|"2"|1.00|"package (18.50 oz)"|524.00||
"18421"|"1"|1.00|"oz"|28.35||
"18421"|"2"|1.00|"cookie"|5.00||
"18422"|"1"|1.00|"oz"|28.35||
"18422"|"2"|1.00|"cookie, medium (2-1/4"" dia)"|10.00||
"18422"|"3"|1.00|"cookie, bite size (include Mini Chips Ahoy!)"|2.20||
"18423"|"1"|1.00|"oz"|28.35||
"18423"|"2"|1.00|"anisette sponge (4"" x 1-1/8"" x 7/8"")"|13.00||
"18423"|"3"|1.00|"breakfast treat (approx 4"" x 2"" x 7/8"")"|24.00||
"18423"|"5"|1.00|"ladyfinger"|11.00||
"18424"|"1"|1.00|"cup, crushed"|70.00||
"18424"|"2"|1.00|"cup pieces"|30.00||
"18424"|"3"|1.00|"cup, rounds"|33.00||
"18424"|"4"|1.00|"melba round"|3.00||
"18424"|"5"|1.00|"piece (3-3/4"" x 1-3/4"" x 1/8"")"|5.00||
"18424"|"6"|0.50|"oz"|14.20||
"18424"|"7"|1.00|"toast"|5.00||
"18425"|"1"|1.00|"cup oyster crackers"|45.00||
"18425"|"2"|1.00|"cracker"|3.00|24|0.13
"18425"|"3"|1.00|"cracker, round large"|10.00||
"18425"|"4"|1.00|"cracker, oyster"|1.00||
"18425"|"5"|0.50|"oz"|14.20||
"18425"|"6"|1.00|"cracker, rectangle"|6.00||
"18426"|"1"|1.00|"cracker"|3.00||
"18426"|"2"|0.50|"oz"|14.20||
"18427"|"1"|1.00|"cup, bite size"|62.00||
"18427"|"2"|1.00|"cup, crushed"|72.00||
"18427"|"3"|1.00|"cracker, rectangular"|4.00||
"18427"|"4"|1.00|"cracker, oval"|3.00||
"18427"|"5"|1.00|"cracker, round"|3.00||
"18427"|"6"|0.50|"oz"|14.20||
"18428"|"1"|1.00|"cup, crushed"|83.00||
"18428"|"10"|1.00|"cracker, thin square"|2.00||
"18428"|"5"|1.00|"cracker"|2.00||
"18428"|"9"|0.50|"oz"|14.20||
"18429"|"1"|1.00|"cup, crushed"|94.00||
"18429"|"2"|1.00|"cracker"|4.00||
"18429"|"3"|1.00|"cracker, square"|4.00||
"18429"|"4"|10.00|"Triscuit Bits"|10.00||
"18429"|"5"|0.50|"oz"|14.20||
"18430"|"1"|1.00|"oz"|28.35||
"18430"|"2"|1.00|"large (approx 7"" dia)"|142.00||
"18430"|"3"|1.00|"small or frozen (approx 3"" dia)"|35.00||
"18430"|"4"|1.00|"pastry (4-1/4"" dia)"|65.00||
"18430"|"5"|1.00|"Toaster Strudel"|53.00||
"18430"|"6"|1.00|"piece (1/8 of 15 oz ring)"|53.00||
"18431"|"1"|1.00|"oz"|28.35||
"18431"|"2"|1.00|"container (3 oz)"|142.00||
"18431"|"3"|1.00|"small or frozen (approx 3"" dia)"|35.00||
"18431"|"4"|1.00|"pastry (4-1/4"" dia)"|71.00||
"18431"|"5"|1.00|"Toaster Strudel"|53.00||
"18431"|"6"|1.00|"piece (1/8 of 15 oz ring)"|53.00||
"18432"|"1"|1.00|"oz"|28.35||
"18432"|"2"|1.00|"slice"|23.00||
"18433"|"1"|1.00|"oz"|28.35||
"18433"|"2"|1.00|"pastry"|71.00||
"18434"|"1"|1.00|"cup Cheez-its"|62.00||
"18434"|"2"|1.00|"cup, crushed"|72.00||
"18434"|"3"|1.00|"gold fish"|0.60||
"18434"|"4"|1.00|"cracker (1"" square)"|1.00||
"18434"|"5"|0.50|"oz"|14.20||
"18435"|"1"|1.00|"oz"|28.35||
"18435"|"2"|1.00|"pastry (4-1/4"" dia)"|71.00||
"18436"|"1"|1.00|"oz"|28.35||
"18436"|"2"|1.00|"doughnut, medium (3-1/4"" dia)"|60.00||
"18437"|"1"|1.00|"oz"|28.35||
"18437"|"2"|1.00|"muffin"|57.00||
"18438"|"1"|1.00|"oz"|28.35||
"18438"|"2"|1.00|"muffin"|57.00||
"18439"|"1"|1.00|"oz"|28.35||
"18439"|"2"|1.00|"muffin"|57.00||
"18443"|"1"|1.00|"oz"|28.35||
"18443"|"2"|1.00|"piece (1/8 of 9"" dia)"|125.00||
"18443"|"3"|1.00|"piece (1/6 of 8"" pie)"|117.00||
"18444"|"1"|1.00|"oz"|28.35||
"18444"|"2"|1.00|"pie (5"" x 3-3/4"")"|128.00||
"18445"|"1"|1.00|"oz"|28.35||
"18445"|"2"|1.00|"pie (5"" x 3-3/4"")"|128.00||
"18446"|"1"|1.00|"crust, single 9"""|142.00||
"18446"|"2"|1.00|"piece (1/8 of 9"" crust)"|16.00||
"18447"|"1"|1.00|"oz"|28.35||
"18447"|"2"|1.00|"package (6 oz)"|170.00||
"18448"|"1"|1.00|"oz"|28.35||
"18448"|"2"|1.00|"medium (approx 5"" dia)"|13.00||
"18448"|"3"|1.00|"miniature (3"" dia)"|5.00||
"18449"|"1"|1.00|"oz"|28.35||
"18449"|"2"|1.00|"tortilla, medium (approx 6"" dia)"|26.00||
"18450"|"1"|1.00|"oz"|28.35||
"18450"|"2"|1.00|"tortilla, medium (approx 6"" dia)"|32.00||
"18450"|"3"|1.00|"tortilla (approx 10"" dia)"|72.00||
"18450"|"4"|1.00|"tortilla (approx 12"" dia)"|117.00||
"18450"|"5"|1.00|"tortilla (approx 7-8"" dia)"|49.00||
"18451"|"1"|1.00|"oz"|28.35||
"18451"|"2"|1.00|"cake"|340.00||
"18452"|"1"|1.00|"oz"|28.35||
"18452"|"2"|1.00|"cupcake"|43.00||
"18453"|"1"|1.00|"oz"|28.35||
"18453"|"2"|1.00|"package (18.50 oz)"|524.00||
"18456"|"1"|1.00|"oz"|28.35||
"18457"|"1"|3.00|"saltines"|15.00||
"18457"|"2"|6.00|"saltines"|30.00||
"18475"|"1"|1.00|"pastry"|52.00||
"18476"|"1"|1.00|"pastry"|52.00||
"18477"|"1"|1.00|"pastry"|52.00||
"18478"|"1"|1.00|"pastry"|50.00||
"18479"|"1"|1.00|"pastry"|50.00||
"18480"|"1"|1.00|"pastry"|52.00||
"18481"|"1"|1.00|"pastry"|52.00||
"18482"|"1"|1.00|"pastry"|52.00||
"18483"|"1"|1.00|"pastry"|52.00||
"18484"|"1"|1.00|"pastry"|52.00||
"18486"|"1"|1.00|"pastry"|52.00||
"18487"|"1"|1.00|"pastry"|52.00||
"18488"|"1"|1.00|"pastry"|52.00||
"18489"|"1"|1.00|"pastry"|52.00||
"18490"|"1"|1.00|"pastry"|54.00||
"18494"|"1"|1.00|"pastry"|50.00||
"18495"|"1"|1.00|"pastry"|52.00||
"18496"|"1"|1.00|"pastry"|52.00||
"18497"|"1"|1.00|"pastry"|52.00||
"18499"|"1"|3.00|"pancakes (NLEA serving)"|116.00||
"18500"|"1"|1.00|"serving"|78.00||
"18501"|"1"|1.00|"bar (NLEA serving)"|116.00||
"18505"|"1"|1.00|"serving"|70.00||
"18505"|"2"|1.00|"round waffle (4"" dia) (include frozen)"|35.00||
"18506"|"1"|1.00|"waffle, round (4"" dia) (include frozen)"|35.00||
"18506"|"2"|1.00|"serving"|70.00||
"18507"|"1"|1.00|"waffle, round (4"" dia) (include frozen)"|35.00||
"18507"|"2"|1.00|"serving"|70.00||
"18508"|"1"|1.00|"pastry"|62.00||
"18509"|"1"|1.00|"pastry"|62.00||
"18510"|"1"|1.00|"pastry"|62.00||
"18512"|"1"|1.00|"waffle, round (4"" dia) (include frozen)"|35.00||
"18512"|"2"|1.00|"serving"|70.00||
"18513"|"1"|1.00|"serving"|24.00||
"18514"|"1"|1.00|"serving"|24.00||
"18516"|"1"|1.00|"serving"|25.00||
"18517"|"1"|1.00|"serving"|25.00||
"18520"|"1"|1.00|"serving"|25.00||
"18521"|"1"|1.00|"serving"|25.00||
"18522"|"1"|1.00|"serving"|24.00||
"18524"|"1"|1.00|"serving"|22.00||
"18525"|"1"|1.00|"serving"|25.00||
"18526"|"1"|1.00|"serving"|28.00||
"18527"|"1"|1.00|"serving"|25.00||
"18528"|"1"|1.00|"serving"|24.00||
"18529"|"1"|1.00|"serving"|26.00||
"18531"|"1"|1.00|"serving"|26.00||
"18532"|"1"|1.00|"serving"|28.00||
"18533"|"1"|1.00|"serving"|28.00||
"18535"|"1"|1.00|"serving"|26.00||
"18537"|"1"|1.00|"serving"|25.00||
"18538"|"1"|1.00|"serving"|26.00||
"18539"|"1"|1.00|"serving"|26.00||
"18540"|"1"|1.00|"serving"|20.00||
"18541"|"1"|1.00|"serving"|21.00||
"18543"|"1"|1.00|"serving"|24.00||
"18544"|"1"|1.00|"serving"|25.00||
"18545"|"1"|1.00|"serving"|26.00||
"18547"|"1"|1.00|"serving"|25.00||
"18548"|"1"|1.00|"serving"|24.00||
"18549"|"1"|1.00|"serving"|26.00||
"18553"|"1"|1.00|"serving"|20.00||
"18555"|"1"|1.00|"serving"|31.00||
"18560"|"1"|1.00|"serving"|28.00||
"18562"|"1"|1.00|"serving"|32.00||
"18563"|"1"|1.00|"serving"|28.00||
"18564"|"1"|1.00|"serving"|28.00||
"18565"|"1"|1.00|"serving"|24.00||
"18566"|"1"|1.00|"muffin"|31.00||
"18567"|"1"|1.00|"NLEA serving (makes 1/2 cup prepared)"|28.00||
"18601"|"1"|1.00|"serving"|40.00||
"18602"|"1"|1.00|"serving"|43.00||
"18603"|"1"|1.00|"serving"|67.00||
"18605"|"1"|1.00|"serving"|31.00||
"18608"|"1"|1.00|"serving"|31.00||
"18609"|"1"|1.00|"serving"|31.00||
"18610"|"1"|1.00|"serving"|40.00||
"18612"|"1"|1.00|"serving"|57.00||
"18614"|"1"|1.00|"serving"|28.00||
"18615"|"1"|1.00|"serving"|41.00||
"18616"|"1"|1.00|"serving"|51.00||
"18617"|"1"|1.00|"serving"|28.00||
"18618"|"1"|1.00|"serving"|28.00||
"18619"|"1"|1.00|"serving"|11.00||
"18621"|"1"|1.00|"cracker"|3.30|12|0.10
"18621"|"2"|5.00|"cracker (1 NLEA serving)"|16.00||
"18626"|"1"|1.00|"serving"|7.00||
"18627"|"1"|1.00|"serving"|50.00||
"18628"|"1"|1.00|"serving"|89.00||
"18629"|"1"|1.00|"serving"|64.00||
"18630"|"1"|1.00|"serving"|28.00||
"18631"|"1"|1.00|"serving"|62.00||
"18632"|"1"|1.00|"serving"|30.00||
"18633"|"1"|1.00|"serving"|61.00||
"18634"|"1"|1.00|"serving"|34.00||
"18635"|"1"|1.00|"serving"|44.00||
"18637"|"1"|1.00|"serving"|28.00||
"18639"|"1"|1.00|"serving"|57.00||
"18640"|"1"|1.00|"eclair, frozen"|59.00||
"18641"|"1"|1.00|"serving"|43.00||
"18642"|"1"|1.00|"serving"|43.00||
"18651"|"1"|1.00|"serving"|16.00||
"18927"|"1"|6.00|"cracker 1 cracker = 6.5g"|39.00||
"18927"|"2"|1.00|"sandwich"|6.50||
"18932"|"1"|1.00|"waffle, square"|39.00|10|1.71
"18932"|"2"|1.00|"waffle, round"|38.00|40|3.09
"18933"|"1"|1.00|"waffle round (4"" dia)"|33.00||
"18933"|"2"|1.00|"waffle square (4"" square)"|33.00||
"18933"|"3"|1.00|"oz"|28.00||
"18934"|"1"|1.00|"waffle"|35.00||
"18935"|"1"|1.00|"waffle, round (4""dia)"|32.00||
"18936"|"1"|1.00|"pancake"|38.00|5|0.47
"18936"|"2"|1.00|"serving (3 pancakes)"|144.00||
"18936"|"3"|1.00|"oz"|28.35||
"18938"|"1"|1.00|"pastry"|55.00|8|3.11
"18938"|"2"|1.00|"oz"|28.35||
"18939"|"1"|1.00|"pastry"|51.00|8|2.64
"18939"|"2"|1.00|"pop tart"|51.00||
"18940"|"1"|1.00|"muffin small"|71.00|1|
"18940"|"2"|1.00|"oz"|28.35||
"18942"|"1"|1.00|"crust"|183.00|8|6.89
"18942"|"2"|1.00|"oz"|28.35||
"18943"|"1"|1.00|"crust"|182.00|10|8.51
"18944"|"1"|0.12|"pie 1 pie (1/8 of 9"" pie)"|131.00|2|
"18944"|"2"|1.00|"slice"|137.00|12|8.19
"18944"|"3"|1.00|"pie"|1137.00|12|117.63
"18944"|"4"|1.00|"oz"|28.35||
"18945"|"1"|1.00|"pie crust (average weight)"|225.00|12|41.84
"18946"|"1"|1.00|"pie crust"|198.00|8|11.62
"18947"|"1"|1.00|"pie crust (average weight)"|202.00|12|40.37
"18948"|"1"|1.00|"pie crust (average weight)"|229.00|8|11.20
"18949"|"1"|1.00|"serving"|29.00||
"18949"|"2"|1.00|"cracker"|4.20|12|0.28
"18949"|"3"|6.00|"Triscuits, regular size"|29.00||
"18950"|"1"|1.00|"serving"|29.00||
"18950"|"2"|1.00|"cracker"|1.80|12|0.10
"18950"|"3"|16.00|"crackers, Wheat Thins"|29.00||
"18951"|"1"|2.00|"waffles round"|70.00|1|
"18952"|"1"|1.00|"piece"|12.30|15|0.44
"18952"|"2"|3.00|"pieces (mean serving weight, aggregated over brands)"|37.00|2|
"18953"|"1"|1.00|"serving (approximate serving size)"|55.00||
"18953"|"2"|1.00|"cake square (average weight of whole item)"|399.00|3|6.67
"18954"|"1"|1.00|"serving"|55.00|1|
"18954"|"2"|1.00|"cake square"|622.00|4|142.46
"18955"|"1"|1.00|"slice (average weight of 1 slice)"|63.00|9|27.20
"18956"|"1"|1.00|"piece"|42.00||
"18957"|"1"|1.00|"slice"|39.00|3|3.61
"18957"|"2"|1.00|"loaf"|311.00|1|
"18958"|"1"|1.00|"piece (1 serving)"|42.00||
"18959"|"1"|1.00|"piece"|86.00|9|7.92
"20001"|"1"|1.00|"cup"|193.00|6|1.78
"20002"|"1"|1.00|"cup"|246.00|6|2.19
"20003"|"1"|1.00|"cup"|128.00||
"20004"|"1"|1.00|"cup"|184.00||
"20005"|"1"|1.00|"cup"|200.00||
"20006"|"1"|1.00|"cup"|157.00||
"20008"|"1"|1.00|"cup"|170.00||
"20009"|"1"|1.00|"cup"|164.00||
"20010"|"1"|1.00|"cup"|168.00||
"20011"|"1"|1.00|"cup"|120.00||
"20012"|"1"|1.00|"cup"|140.00||
"20013"|"1"|1.00|"cup"|182.00||
"20013"|"2"|1.00|"tbsp"|8.40||
"20014"|"1"|1.00|"cup"|166.00||
"20015"|"1"|1.00|"cup"|76.00||
"20016"|"1"|1.00|"cup"|117.00||
"20017"|"1"|1.00|"cup"|114.00||
"20018"|"1"|1.00|"cup"|126.00||
"20020"|"1"|1.00|"cup"|122.00||
"20022"|"1"|1.00|"cup"|159.00|34|5.89
"20023"|"1"|1.00|"cup"|122.00||
"20024"|"1"|1.00|"cup"|170.00||
"20025"|"1"|1.00|"cup"|138.00||
"20027"|"1"|1.00|"cup"|128.00||
"20028"|"1"|1.00|"cup"|173.00||
"20029"|"1"|1.00|"cup, cooked"|157.00||
"20029"|"2"|1.00|"cup, dry, yields"|528.00||
"20029"|"3"|1.00|"oz, dry, yields"|86.00||
"20030"|"1"|1.00|"cup"|165.00||
"20031"|"1"|1.00|"cup"|200.00||
"20032"|"1"|1.00|"cup"|174.00||
"20033"|"1"|1.00|"cup"|94.00||
"20034"|"1"|1.00|"cup"|219.00||
"20035"|"1"|1.00|"cup"|170.00||
"20036"|"1"|1.00|"cup"|185.00||
"20037"|"1"|1.00|"cup"|195.00||
"20038"|"1"|1.00|"cup"|156.00||
"20040"|"1"|1.00|"cup"|190.00||
"20041"|"1"|1.00|"cup"|195.00||
"20044"|"1"|1.00|"cup"|185.00||
"20045"|"1"|1.00|"cup"|158.00||
"20046"|"1"|1.00|"cup"|187.00|3|2.79
"20047"|"1"|1.00|"cup"|158.00|4|6.68
"20048"|"1"|1.00|"cup"|95.00||
"20049"|"1"|1.00|"cup"|165.00||
"20050"|"1"|1.00|"cup"|195.00||
"20051"|"1"|1.00|"cup"|186.00||
"20052"|"1"|1.00|"cup"|200.00||
"20053"|"1"|1.00|"cup"|186.00||
"20054"|"1"|1.00|"cup"|185.00||
"20055"|"1"|1.00|"cup"|174.00||
"20056"|"1"|1.00|"cup"|163.00||
"20057"|"1"|1.00|"cup"|202.00||
"20058"|"1"|1.00|"cup, loosely packed"|132.00|13|2.82
"20060"|"1"|1.00|"cup"|118.00||
"20061"|"1"|1.00|"cup"|158.00||
"20062"|"1"|1.00|"cup"|169.00||
"20063"|"1"|1.00|"cup"|128.00||
"20064"|"1"|1.00|"cup"|102.00||
"20065"|"1"|1.00|"cup"|102.00||
"20066"|"1"|1.00|"cup"|167.00||
"20067"|"1"|1.00|"cup"|192.00||
"20068"|"1"|1.00|"cup"|152.00||
"20069"|"1"|1.00|"cup"|192.00||
"20070"|"1"|1.00|"cup"|130.00||
"20071"|"1"|1.00|"cup"|192.00||
"20072"|"1"|1.00|"cup"|192.00||
"20073"|"1"|1.00|"cup"|168.00||
"20074"|"1"|1.00|"cup"|192.00||
"20075"|"1"|1.00|"cup"|168.00||
"20076"|"1"|1.00|"cup"|192.00||
"20077"|"1"|1.00|"cup"|58.00||
"20078"|"1"|1.00|"cup"|115.00||
"20080"|"1"|1.00|"cup"|120.00||
"20081"|"1"|1.00|"cup"|125.00||
"20082"|"1"|1.00|"cup"|125.00||
"20083"|"1"|1.00|"cup"|137.00||
"20084"|"1"|1.00|"cup unsifted, dipped"|137.00||
"20086"|"1"|1.00|"cup"|111.00||
"20087"|"1"|1.00|"cup"|108.00||
"20088"|"1"|1.00|"cup"|160.00||
"20089"|"1"|1.00|"cup"|164.00||
"20090"|"1"|1.00|"cup"|158.00||
"20091"|"1"|1.00|"cup"|105.00||
"20091"|"2"|2.00|"oz"|57.00||
"20092"|"1"|1.00|"cup"|140.00||
"20093"|"1"|4.50|"oz"|128.00||
"20094"|"1"|2.00|"oz"|57.00||
"20095"|"1"|4.50|"oz"|128.00||
"20096"|"1"|2.00|"oz"|57.00||
"20097"|"1"|2.00|"oz"|57.00||
"20098"|"1"|2.00|"oz"|57.00||
"20099"|"1"|1.00|"cup elbow shaped"|105.00||
"20099"|"2"|1.00|"cup spiral shaped"|84.00||
"20099"|"3"|1.00|"cup small shells"|93.00||
"20099"|"4"|2.00|"oz"|57.00||
"20100"|"1"|1.00|"cup elbow shaped"|140.00||
"20100"|"2"|1.00|"cup spiral shaped"|134.00||
"20100"|"3"|1.00|"cup small shells"|115.00||
"20101"|"1"|1.00|"cup small shells"|93.00||
"20101"|"2"|2.00|"oz"|57.00||
"20102"|"1"|1.00|"cup small shells"|115.00||
"20105"|"1"|1.00|"cup spiral shaped"|84.00||
"20105"|"2"|2.00|"oz"|57.00||
"20106"|"1"|1.00|"cup spiral shaped"|134.00||
"20107"|"1"|1.00|"cup elbow shaped"|105.00||
"20107"|"2"|2.00|"oz"|57.00||
"20108"|"1"|1.00|"cup elbow shaped"|140.00||
"20109"|"1"|1.00|"cup"|38.00||
"20109"|"2"|2.00|"oz"|57.00||
"20110"|"1"|1.00|"cup"|160.00||
"20111"|"1"|1.00|"cup"|38.00||
"20111"|"2"|2.00|"oz"|57.00||
"20112"|"1"|1.00|"cup"|160.00||
"20113"|"1"|1.00|"cup"|45.00||
"20113"|"2"|1.50|"oz"|43.00||
"20114"|"1"|2.00|"oz"|57.00||
"20115"|"1"|1.00|"cup"|114.00||
"20116"|"1"|2.00|"oz"|57.00||
"20117"|"1"|1.00|"cup"|176.00||
"20118"|"1"|1.00|"cup"|45.00|24|6.75
"20120"|"1"|2.00|"oz"|57.00||
"20121"|"1"|1.00|"cup"|140.00||
"20122"|"1"|2.00|"oz"|57.00||
"20123"|"1"|1.00|"cup"|140.00||
"20124"|"1"|2.00|"oz"|57.00||
"20125"|"1"|1.00|"cup"|140.00||
"20126"|"1"|2.00|"oz"|57.00||
"20127"|"1"|1.00|"cup"|140.00||
"20129"|"2"|1.00|"cup unsifted, dipped"|137.00||
"20130"|"1"|1.00|"cup"|148.00||
"20131"|"1"|1.00|"cup"|162.00||
"20133"|"1"|2.00|"oz"|57.00||
"20134"|"1"|1.00|"cup"|176.00||
"20137"|"1"|1.00|"cup"|185.00|6|19.30
"20138"|"1"|1.00|"cup"|186.00|6|3.96
"20139"|"1"|1.00|"cup"|172.00|6|5.00
"20140"|"1"|1.00|"cup"|174.00|6|4.20
"20141"|"1"|1.00|"cup"|194.00|6|2.68
"20142"|"1"|1.00|"cup"|193.00|6|11.07
"20143"|"1"|1.00|"cup"|252.00|6|4.29
"20301"|"1"|1.00|"cup small shells"|93.00||
"20301"|"2"|2.00|"oz"|57.00||
"20302"|"1"|1.00|"cup small shells"|115.00||
"20310"|"1"|1.00|"cup"|160.00||
"20314"|"1"|1.00|"cup"|166.00||
"20315"|"1"|1.00|"tbsp"|6.90|6|0.13
"20316"|"1"|1.00|"cup"|117.00||
"20317"|"1"|1.00|"cup"|114.00||
"20320"|"1"|1.00|"cup"|122.00||
"20321"|"1"|1.00|"cup"|140.00||
"20322"|"1"|1.00|"cup"|159.00|34|5.89
"20323"|"1"|1.00|"cup"|122.00||
"20324"|"1"|1.00|"cup"|170.00||
"20325"|"1"|1.00|"cup"|138.00||
