"NDB_No"|"Seq"|"Amount"|"Msre_Desc"|"Gm_Wgt"|"Num_Data_Pts"|"Std_Dev"
"02018"|"1"|1.00|"tbsp, whole"|5.80||
"02018"|"2"|1.00|"tsp, whole"|2.00||
"02019"|"1"|1.00|"tbsp"|11.10||
"02019"|"2"|1.00|"tsp"|3.70||
"02020"|"1"|1.00|"tbsp"|9.70|20|0.07
"02020"|"2"|1.00|"tsp"|3.10|50|0.06
"02021"|"1"|1.00|"tbsp"|5.40||
"02021"|"2"|1.00|"tsp"|1.80||
"02022"|"1"|1.00|"tbsp"|5.30||
"02022"|"2"|1.00|"tsp"|1.70||
"02023"|"1"|1.00|"tbsp"|1.70||
"02023"|"2"|1.00|"tsp"|0.60||
"02024"|"1"|1.00|"tbsp"|6.30|60|0.46
"02024"|"2"|1.00|"tsp"|2.00|3|0.11
"02025"|"1"|1.00|"tbsp"|7.00||
"02025"|"2"|1.00|"tsp"|2.20||
"02026"|"1"|1.00|"tbsp"|6.90|10|0.12
"02026"|"2"|1.00|"tsp"|2.40|10|0.04
"02027"|"1"|1.00|"tsp, leaves"|1.00|10|0.03
"02027"|"2"|1.00|"tsp, ground"|1.80|10|0.05
"02028"|"1"|1.00|"tbsp"|6.90||
"02028"|"2"|1.00|"tsp"|2.10||
"02029"|"1"|1.00|"tsp"|0.50|13|
"02029"|"2"|1.00|"tbsp"|1.60|30|0.16
"02030"|"1"|1.00|"tbsp"|6.40||
"02030"|"2"|1.00|"tsp"|2.10||
"02030"|"3"|1.00|"dash"|0.10||
"02031"|"1"|1.00|"tbsp"|5.30||
"02031"|"2"|1.00|"tsp"|1.80||
"02032"|"1"|1.00|"tbsp, ground"|7.10||
"02032"|"2"|1.00|"tsp, ground"|2.40||
"02033"|"1"|1.00|"tbsp"|8.80|40|0.32
"02033"|"2"|1.00|"tsp"|2.80||
"02034"|"1"|1.00|"tbsp"|4.40|20|0.19
"02034"|"2"|1.00|"tsp"|1.50|20|0.07
"02035"|"1"|1.00|"tbsp"|5.60||
"02035"|"2"|1.00|"tsp"|1.70||
"02036"|"1"|1.00|"tbsp"|3.30||
"02036"|"2"|1.00|"tsp"|1.20||
"02037"|"1"|1.00|"tbsp"|2.10||
"02037"|"2"|1.00|"tsp"|0.70||
"02038"|"1"|1.00|"tbsp"|2.00||
"02038"|"2"|1.00|"tsp"|0.70||
"02039"|"1"|1.00|"tbsp"|4.40||
"02039"|"2"|1.00|"tsp"|1.40||
"02041"|"1"|1.00|"tsp, leaves"|0.60|10|0.03
"02041"|"2"|1.00|"tbsp, leaves"|1.80|30|0.08
"02041"|"3"|1.00|"tsp, ground"|1.60||
"02041"|"4"|1.00|"tbsp, ground"|4.80||
"02042"|"1"|1.00|"tsp, leaves"|1.00|30|0.06
"02042"|"2"|1.00|"tbsp, leaves"|2.70|30|0.17
"02042"|"3"|1.00|"tsp, ground"|1.40||
"02042"|"4"|1.00|"tbsp, ground"|4.30||
"02043"|"1"|1.00|"tbsp"|6.80||
"02043"|"2"|1.00|"tsp"|2.20||
"02044"|"1"|2.00|"tbsp, chopped"|5.30||
"02044"|"2"|5.00|"leaves"|2.50||
"02044"|"3"|0.25|"cup leaves, whole"|6.00|12|1.02
"02045"|"1"|1.00|"cup sprigs"|8.90||
"02045"|"2"|5.00|"sprigs"|1.00||
"02046"|"1"|1.00|"tsp or 1 packet"|5.00||
"02046"|"2"|1.00|"cup"|249.00|34|5.44
"02047"|"1"|1.00|"cup"|292.00||
"02047"|"2"|1.00|"tbsp"|18.00||
"02047"|"3"|1.00|"tsp"|6.00||
"02047"|"4"|1.00|"dash"|0.40||
"02048"|"1"|1.00|"cup"|239.00||
"02048"|"2"|1.00|"tbsp"|14.90||
"02048"|"3"|1.00|"tsp"|5.00|23|0.78
"02049"|"1"|1.00|"tsp"|0.80||
"02049"|"2"|0.50|"tsp"|0.40||
"02050"|"1"|1.00|"cup"|208.00||
"02050"|"2"|1.00|"tbsp"|13.00||
"02050"|"3"|1.00|"tsp"|4.20||
"02051"|"1"|1.00|"tbsp"|13.00||
"02051"|"2"|1.00|"tsp"|4.20||
"02052"|"1"|1.00|"tbsp"|13.00||
"02052"|"2"|1.00|"tsp"|4.20||
"02053"|"1"|1.00|"cup"|238.00||
"02053"|"2"|1.00|"tbsp"|14.90||
"02053"|"3"|1.00|"tsp"|5.00||
"02054"|"1"|1.00|"tbsp, drained"|8.60||
"02055"|"1"|1.00|"tbsp"|15.00||
"02055"|"2"|1.00|"tsp"|5.00||
"02063"|"1"|1.00|"tbsp"|1.70||
"02063"|"2"|1.00|"tsp"|0.70||
"02064"|"1"|2.00|"tbsp"|3.20||
"02064"|"2"|2.00|"leaves"|0.10||
"02065"|"1"|2.00|"tbsp"|11.40||
"02066"|"1"|1.00|"tbsp"|1.60||
"02066"|"2"|1.00|"tsp"|0.50||
"02068"|"1"|1.00|"cup"|239.00||
"02068"|"2"|1.00|"tbsp"|14.90||
"02068"|"3"|1.00|"tsp"|5.00||
"02069"|"1"|1.00|"cup"|255.00||
"02069"|"2"|1.00|"tbsp"|16.00||
"02069"|"3"|1.00|"tsp"|5.30||
"02073"|"1"|2.00|"tbsp"|5.30|1|
"02073"|"2"|1.00|"serving"|5.30|1|
"04001"|"1"|1.00|"cup"|205.00||
"04001"|"2"|1.00|"tbsp"|12.80||
"04002"|"1"|1.00|"cup"|205.00||
"04002"|"2"|1.00|"tbsp"|12.80||
"04011"|"1"|1.00|"tbsp"|15.00||
"04012"|"1"|1.00|"tbsp"|16.00||
"04013"|"1"|1.00|"tbsp"|16.00||
"04014"|"1"|1.00|"tbsp"|16.00||
"04015"|"1"|1.00|"cup"|245.00||
"04015"|"2"|1.00|"tbsp"|15.00||
"04015"|"3"|1.00|"serving (2 tbsp)"|30.00||
"04016"|"1"|1.00|"tablespoon"|15.00||
"04016"|"2"|1.00|"cup"|245.00||
"04017"|"1"|1.00|"cup"|250.00||
"04017"|"2"|1.00|"tbsp"|16.00||
"04017"|"3"|1.00|"serving (2 tbsp)"|30.00||
"04018"|"1"|1.00|"cup"|235.00||
"04018"|"2"|1.00|"tbsp"|14.70||
"04020"|"1"|1.00|"tablespoon"|16.00||
"04020"|"2"|1.00|"cup"|260.00||
"04020"|"3"|1.00|"serving (2 tbsp)"|30.00||
"04021"|"1"|1.00|"tablespoon"|15.00||
"04021"|"2"|1.00|"cup"|240.00||
"04022"|"1"|1.00|"tablespoon"|16.00||
"04022"|"2"|1.00|"cup"|260.00||
"04023"|"1"|1.00|"tablespoon"|15.00||
"04023"|"2"|1.00|"cup"|245.00||
"04023"|"3"|1.00|"serving (2 tbsp)"|15.00||
"04025"|"1"|1.00|"cup"|220.00||
"04025"|"2"|1.00|"tbsp"|13.80||
"04025"|"3"|1.00|"packet"|10.00||
"04026"|"1"|1.00|"tablespoon"|13.80||
"04026"|"2"|1.00|"cup"|220.00||
"04027"|"1"|1.00|"cup"|240.00||
"04027"|"2"|1.00|"tbsp"|15.00||
"04028"|"1"|1.00|"tablespoon"|15.00||
"04028"|"2"|1.00|"cup"|240.00||
"04029"|"1"|1.00|"tablespoon"|14.10||
"04029"|"2"|1.00|"cup"|225.00||
"04030"|"1"|1.00|"tablespoon"|15.00||
"04030"|"2"|1.00|"cup"|245.00||
"04031"|"1"|1.00|"cup"|205.00||
"04031"|"2"|1.00|"tbsp"|12.80||
"04034"|"1"|1.00|"cup"|218.00||
"04034"|"2"|1.00|"tbsp"|13.60||
"04034"|"3"|1.00|"tsp"|4.50||
"04037"|"1"|1.00|"tablespoon"|13.60||
"04037"|"2"|1.00|"cup"|218.00||
"04037"|"3"|1.00|"tsp"|4.50||
"04038"|"1"|1.00|"tablespoon"|13.60||
"04038"|"2"|1.00|"cup"|218.00||
"04038"|"3"|1.00|"tsp"|4.50||
"04042"|"1"|1.00|"cup"|216.00||
"04042"|"2"|1.00|"tbsp"|13.50||
"04042"|"3"|1.00|"tsp"|4.50||
"04044"|"1"|1.00|"cup"|218.00||
"04044"|"2"|1.00|"tbsp"|13.60||
"04044"|"3"|1.00|"tsp"|4.50||
"04047"|"1"|1.00|"tbsp"|13.60||
"04047"|"2"|1.00|"cup"|218.00||
"04047"|"3"|1.00|"tsp"|4.50||
"04053"|"1"|1.00|"tablespoon"|13.50||
"04053"|"2"|1.00|"cup"|216.00||
"04053"|"3"|1.00|"tsp"|4.50||
"04055"|"1"|1.00|"tbsp"|13.60||
"04055"|"2"|1.00|"cup"|216.00||
"04055"|"3"|1.00|"tsp"|4.50||
"04058"|"1"|1.00|"tablespoon"|13.60||
"04058"|"2"|1.00|"cup"|218.00||
"04058"|"3"|1.00|"tsp"|4.50||
"04060"|"1"|1.00|"tbsp"|13.60||
"04060"|"2"|1.00|"cup"|218.00||
"04060"|"3"|1.00|"tsp"|4.50||
"04073"|"1"|1.00|"tsp"|4.70||
"04073"|"2"|1.00|"stick"|113.00||
"04114"|"1"|1.00|"cup"|235.00||
"04114"|"2"|1.00|"tbsp"|14.70||
"04115"|"1"|2.00|"tbsp"|29.00||
"04116"|"1"|2.00|"tbsp"|31.00||
"04117"|"1"|2.00|"tbsp"|30.00||
"04118"|"1"|2.00|"tbsp"|31.00||
"04119"|"1"|2.00|"tbsp"|35.00||
"04120"|"1"|1.00|"cup"|250.00||
"04120"|"2"|1.00|"tbsp"|16.00||
"04120"|"3"|1.00|"individual (packet)"|12.30||
"04121"|"1"|2.00|"tbsp"|33.00||
"04128"|"1"|1.00|"cup"|232.00||
"04128"|"2"|1.00|"tsp"|4.80||
"04128"|"3"|1.00|"tbsp"|14.90|16|1.39
"04133"|"1"|1.00|"tablespoon"|14.00||
"04133"|"2"|1.00|"cup"|220.00||
"04134"|"1"|1.00|"cup"|255.00||
"04134"|"2"|1.00|"tbsp"|16.00||
"04135"|"1"|1.00|"tablespoon"|16.00||
"04135"|"2"|1.00|"cup"|250.00||
"04141"|"1"|1.00|"tablespoon"|15.00||
"04142"|"1"|1.00|"tablespoon"|16.00||
"04142"|"2"|1.00|"cup"|260.00||
"04143"|"1"|1.00|"tablespoon"|14.70||
"04143"|"2"|1.00|"cup"|235.00||
"04144"|"1"|1.00|"tablespoon"|15.00||
"04144"|"2"|1.00|"cup"|240.00||
"04145"|"1"|1.00|"tablespoon"|13.80||
"04145"|"2"|1.00|"cup"|220.00||
"04146"|"1"|1.00|"tablespoon"|14.00||
"04146"|"2"|1.00|"cup"|220.00||
"04367"|"1"|1.00|"tablespoon"|16.00||
"04367"|"2"|1.00|"cup"|256.00||
"04501"|"1"|1.00|"tablespoon"|13.60||
"04501"|"2"|1.00|"cup"|218.00||
"04501"|"3"|1.00|"tsp"|4.50||
"04502"|"1"|1.00|"tablespoon"|13.60||
"04502"|"2"|1.00|"cup"|218.00||
"04502"|"3"|1.00|"tsp"|4.50||
"04506"|"1"|1.00|"tbsp"|13.60||
"04506"|"2"|1.00|"cup"|218.00||
"04506"|"3"|1.00|"tsp"|4.50||
"04510"|"1"|1.00|"cup"|218.00||
"04510"|"2"|1.00|"tbsp"|13.60||
"04510"|"3"|1.00|"tsp"|4.50||
"04511"|"1"|1.00|"tablespoon"|13.60||
"04511"|"2"|1.00|"cup"|218.00||
"04511"|"3"|1.00|"tsp"|4.50||
"04513"|"1"|1.00|"tablespoon"|13.60||
"04513"|"2"|1.00|"cup"|218.00||
"04513"|"3"|2.00|"tbsp (1/8 cup)"|27.00||
"04514"|"1"|1.00|"tablespoon"|13.60||
"04514"|"2"|1.00|"cup"|218.00||
"04514"|"3"|1.00|"tsp"|4.50||
"04515"|"1"|1.00|"tablespoon"|13.60||
"04515"|"2"|1.00|"cup"|218.00||
"04515"|"3"|1.00|"tsp"|4.50||
"04516"|"1"|1.00|"tablespoon"|13.60||
"04516"|"2"|1.00|"cup"|218.00||
"04516"|"3"|1.00|"tsp"|4.50||
"04517"|"1"|1.00|"tablespoon"|13.60||
"04517"|"2"|1.00|"cup"|218.00||
"04517"|"3"|1.00|"tsp"|4.50||
"04518"|"1"|1.00|"tbsp"|13.60||
"04518"|"2"|1.00|"cup"|218.00||
"04518"|"3"|1.00|"tsp"|4.50||
"04520"|"1"|1.00|"cup"|205.00||
"04520"|"2"|1.00|"tbsp"|12.80||
"04528"|"1"|1.00|"cup"|218.00||
"04528"|"2"|1.00|"tbsp"|13.60||
"04528"|"3"|1.00|"tsp"|4.50||
"04529"|"1"|1.00|"tablespoon"|13.60||
"04529"|"2"|1.00|"cup"|218.00||
"04529"|"3"|1.00|"tsp"|4.50||
"04530"|"1"|1.00|"tablespoon"|13.60||
"04530"|"2"|1.00|"cup"|218.00||
"04530"|"3"|1.00|"tsp"|4.50||
"04531"|"1"|1.00|"tablespoon"|13.60||
"04531"|"2"|1.00|"cup"|218.00||
"04531"|"3"|1.00|"tsp"|4.50||
"04532"|"1"|1.00|"tablespoon"|13.60||
"04532"|"2"|1.00|"cup"|218.00||
"04532"|"3"|1.00|"tsp"|4.50||
"04534"|"1"|1.00|"tbsp"|13.60||
"04534"|"2"|1.00|"cup"|218.00||
"04534"|"3"|1.00|"tsp"|4.50||
"04536"|"1"|1.00|"tablespoon"|13.60||
"04536"|"2"|1.00|"cup"|218.00||
"04536"|"3"|1.00|"tsp"|4.50||
"04539"|"1"|1.00|"cup"|245.00||
"04539"|"2"|1.00|"tbsp"|15.00||
"04541"|"1"|1.00|"tablespoon"|13.60||
"04541"|"2"|1.00|"cup"|218.00||
"04541"|"3"|1.00|"tsp"|4.50||
"04542"|"1"|1.00|"cup"|205.00||
"04542"|"2"|1.00|"tbsp"|12.80||
"04543"|"1"|1.00|"tablespoon"|13.60||
"04543"|"2"|1.00|"cup"|218.00||
"04543"|"3"|1.00|"tsp"|4.50||
"04544"|"1"|1.00|"tablespoon"|12.80||
"04544"|"2"|1.00|"cup"|205.00||
"04545"|"1"|1.00|"tbsp"|13.60||
"04545"|"2"|1.00|"cup"|218.00||
"04545"|"3"|1.00|"tsp"|4.50||
"04546"|"1"|1.00|"tablespoon"|12.80||
"04546"|"2"|1.00|"cup"|205.00||
"04548"|"1"|1.00|"tbsp"|12.80||
"04548"|"2"|1.00|"cup"|205.00||
"04549"|"1"|1.00|"tbsp"|12.80||
"04549"|"2"|1.00|"cup"|205.00||
"04550"|"1"|1.00|"tbsp"|12.80||
"04550"|"2"|1.00|"cup"|205.00||
"04551"|"1"|1.00|"tbsp"|12.80||
"04551"|"2"|1.00|"cup"|205.00||
"04554"|"1"|1.00|"tbsp"|12.80||
"04554"|"2"|1.00|"cup"|205.00||
"04556"|"1"|1.00|"tbsp"|12.80||
"04556"|"2"|1.00|"cup"|205.00||
"04559"|"1"|1.00|"tbsp"|12.80||
"04559"|"2"|1.00|"cup"|205.00||
"04560"|"1"|1.00|"tbsp"|12.80||
"04560"|"2"|1.00|"cup"|205.00||
"04570"|"1"|1.00|"tbsp"|13.60||
"04570"|"2"|1.00|"cup"|218.00||
"04572"|"1"|1.00|"tbsp"|13.60||
"04572"|"2"|1.00|"cup"|218.00||
"04572"|"3"|1.00|"tsp"|4.50||
"04573"|"1"|1.00|"tbsp"|13.60||
"04573"|"2"|1.00|"cup"|218.00||
"04573"|"3"|1.00|"tsp"|4.50||
"04574"|"1"|1.00|"cup"|205.00||
"04574"|"2"|1.00|"tbsp"|12.80||
"04575"|"1"|1.00|"cup"|205.00||
"04575"|"2"|1.00|"tbsp"|12.80||
"04575"|"3"|1.00|"tsp"|4.30||
"04576"|"1"|1.00|"cup"|205.00||
"04576"|"2"|1.00|"tbsp"|12.80||
"04581"|"1"|1.00|"tbsp"|14.00||
"04581"|"2"|1.00|"cup"|218.00||
"04581"|"3"|1.00|"tsp"|4.50||
"04582"|"1"|1.00|"cup"|218.00||
"04582"|"2"|1.00|"tbsp"|14.00||
"04582"|"3"|1.00|"tsp"|4.50||
"04583"|"1"|1.00|"tbsp"|14.00||
"04583"|"2"|1.00|"cup"|218.00||
"04583"|"3"|1.00|"tsp"|4.50||
"04584"|"1"|1.00|"tbsp"|14.00||
"04584"|"2"|1.00|"cup"|218.00||
"04584"|"3"|1.00|"tsp"|4.50||
"04585"|"1"|1.00|"cup"|227.00||
"04585"|"2"|1.00|"tbsp"|14.10|8|0.61
"04585"|"3"|1.00|"tsp"|4.70||
"04585"|"4"|1.00|"stick"|111.00|4|1.25
"04586"|"1"|1.00|"tbsp"|12.80||
"04586"|"2"|1.00|"cup"|205.00||
"04587"|"1"|1.00|"tbsp"|12.80||
"04587"|"2"|1.00|"cup"|205.00||
"04588"|"1"|1.00|"tbsp"|13.60||
"04588"|"2"|1.00|"cup"|218.00||
"04588"|"3"|1.00|"tsp"|4.50||
"04589"|"1"|1.00|"cup"|218.00||
"04589"|"2"|1.00|"tbsp"|13.60||
"04589"|"3"|1.00|"tsp"|4.50||
"04590"|"1"|1.00|"cup"|218.00||
"04590"|"2"|1.00|"tbsp"|13.60||
"04590"|"3"|1.00|"tsp"|4.50||
"04591"|"1"|1.00|"cup"|218.00||
"04591"|"2"|1.00|"tbsp"|13.60||
"04591"|"3"|1.00|"tsp"|4.50||
"04592"|"1"|1.00|"cup"|205.00||
"04592"|"2"|1.00|"tbsp"|12.50||
"04592"|"3"|1.00|"tsp"|4.50||
"04593"|"1"|1.00|"cup"|218.00||
"04593"|"2"|1.00|"tbsp"|13.60||
"04593"|"3"|1.00|"tsp"|4.50||
"04594"|"1"|1.00|"cup"|218.00||
"04594"|"2"|1.00|"tbsp"|13.60||
"04594"|"3"|1.00|"tsp"|4.50||
"04595"|"1"|1.00|"tbsp"|12.80||
"04595"|"2"|1.00|"cup"|205.00||
"04600"|"1"|1.00|"tablespoon"|14.00||
"04609"|"1"|1.00|"tsp"|4.30||
"04610"|"1"|1.00|"cup"|227.00||
"04610"|"2"|1.00|"tbsp"|14.00|1|
"04610"|"3"|1.00|"tsp"|4.70||
"04610"|"4"|1.00|"pat (1"" sq, 1/3"" high)"|5.00||
"04610"|"5"|1.00|"stick"|113.00||
"04611"|"1"|1.00|"cup"|227.00||
"04611"|"2"|1.00|"tbsp"|14.20||
"04612"|"1"|1.00|"cup"|229.00||
"04612"|"2"|1.00|"tbsp"|14.30||
"04612"|"3"|1.00|"tsp"|4.80|1|
"04613"|"1"|1.00|"cup"|229.00||
"04613"|"2"|1.00|"tsp"|4.80||
"04613"|"3"|1.00|"tbsp"|14.00||
"04614"|"1"|1.00|"cup"|229.00||
"04614"|"2"|1.00|"tbsp"|14.30||
"04614"|"3"|1.00|"tsp"|4.80|1|
"04615"|"1"|1.00|"cup"|205.00||
"04615"|"2"|1.00|"tbsp"|12.80||
"04616"|"1"|1.00|"tbsp"|12.80||
"04616"|"2"|1.00|"cup"|205.00||
"04617"|"1"|1.00|"cup"|227.00||
"04617"|"2"|1.00|"tbsp"|14.20||
"04617"|"3"|1.00|"pat (1"" sq, 1/3"" high)"|5.00||
"04617"|"4"|1.00|"stick"|113.00||
"04618"|"1"|1.00|"cup"|227.00||
"04618"|"2"|1.00|"tbsp"|14.20||
"04620"|"1"|1.00|"tbsp"|14.00||
"04624"|"1"|1.00|"tbsp"|15.00||
"04626"|"1"|1.00|"tablespoon"|14.00||
"04627"|"1"|1.00|"tablespoon"|14.00||
"04628"|"1"|1.00|"tbsp"|14.00|1|
"04629"|"1"|1.00|"tbsp (1 NLEA serving)"|14.00||
"04630"|"1"|1.00|"tbsp"|14.00||
"04631"|"1"|1.00|"cup"|233.00||
"04631"|"2"|1.00|"tbsp"|14.60||
"04633"|"1"|1.00|"cup"|240.00||
"04633"|"2"|1.00|"tbsp"|15.00||
"04634"|"1"|1.00|"cup"|205.00||
"04634"|"2"|1.00|"tbsp"|12.80||
"04635"|"1"|1.00|"tbsp"|16.00||
"04635"|"2"|1.00|"cup"|256.00||
"04636"|"1"|1.00|"cup"|231.00||
"04636"|"2"|1.00|"tbsp"|14.00||
"04638"|"1"|1.00|"tablespoon"|14.00||
"04639"|"1"|1.00|"tablespoon"|15.00||
"04640"|"1"|1.00|"tablespoon"|15.00||
"04640"|"2"|1.00|"serving (2 tbsp)"|30.00||
"04641"|"1"|1.00|"tablespoon"|15.00||
"04642"|"1"|1.00|"tablespoon"|13.60||
"04642"|"2"|1.00|"teaspoon"|4.50||
"04642"|"3"|1.00|"cup"|218.00||
"04643"|"1"|1.00|"tablespoon"|13.60||
"04643"|"2"|1.00|"cup"|218.00||
"04644"|"1"|1.00|"tablespoon"|13.60||
"04644"|"2"|1.00|"teaspoon"|4.50||
"04644"|"3"|1.00|"cup"|218.00||
"04645"|"1"|1.00|"cup"|218.00||
"04645"|"2"|1.00|"tablespoon"|13.60||
"04645"|"3"|1.00|"teaspoon"|4.50||
"04646"|"1"|1.00|"tbsp"|13.60||
"04646"|"2"|1.00|"cup"|218.00||
"04646"|"3"|1.00|"tsp"|4.50||
"04648"|"1"|1.00|"tbsp"|13.60||
"04648"|"2"|1.00|"cup"|218.00||
"04648"|"3"|1.00|"tsp"|4.50||
"04649"|"1"|1.00|"tbsp"|13.60||
"04649"|"2"|1.00|"cup"|218.00||
"04649"|"3"|1.00|"tsp"|4.50||
"04650"|"1"|1.00|"tbsp"|13.60||
"04650"|"2"|1.00|"cup"|218.00||
"04650"|"3"|1.00|"tsp"|4.50||
"04651"|"1"|1.00|"tbsp"|13.60||
"04651"|"2"|1.00|"cup"|218.00||
"04651"|"3"|1.00|"tsp"|4.50||
"04652"|"1"|1.00|"tbsp"|13.60||
"04652"|"2"|1.00|"cup"|218.00||
"04652"|"3"|1.00|"tsp"|4.50||
"04653"|"1"|1.00|"tbsp"|13.60||
"04653"|"2"|1.00|"cup"|218.00||
"04653"|"3"|1.00|"tsp"|4.50||
"04654"|"1"|1.00|"tbsp"|13.60||
"04654"|"2"|1.00|"cup"|218.00||
"04654"|"3"|1.00|"tsp"|4.50||
"04655"|"1"|1.00|"tbsp"|14.00|1|
"04656"|"1"|1.00|"tbsp"|13.60||
"04656"|"2"|1.00|"cup"|218.00||
"04656"|"3"|1.00|"tsp"|4.50||
"04657"|"1"|1.00|"tbsp"|13.60||
"04657"|"2"|1.00|"cup"|218.00||
"04657"|"3"|1.00|"tsp"|4.50||
"04658"|"1"|1.00|"tbsp"|13.60||
"04658"|"2"|1.00|"cup"|218.00||
"04658"|"3"|1.00|"tsp"|4.50||
"04659"|"1"|1.00|"tbsp"|13.60||
"04659"|"2"|1.00|"cup"|218.00||
"04659"|"3"|1.00|"tsp"|4.50||
"04660"|"1"|1.00|"tbsp"|13.60||
"04660"|"2"|1.00|"cup"|218.00||
"04660"|"3"|1.00|"tsp"|4.50||
"04661"|"1"|1.00|"tbsp"|13.60||
"04661"|"2"|1.00|"cup"|218.00||
"04661"|"3"|1.00|"tsp"|4.50||
"04662"|"1"|1.00|"tbsp"|13.60||
"04662"|"2"|1.00|"cup"|218.00||
"04662"|"3"|1.00|"tsp"|4.50||
"04663"|"1"|1.00|"tbsp"|13.60||
"04663"|"2"|1.00|"cup"|218.00||
"04663"|"3"|1.00|"tsp"|4.50||
"04664"|"1"|1.00|"tbsp"|13.60||
"04664"|"2"|1.00|"cup"|218.00||
"04664"|"3"|1.00|"tsp"|4.50||
"04665"|"1"|1.00|"tbsp"|14.00|1|
"04666"|"1"|1.00|"tbsp"|12.80||
"04666"|"2"|1.00|"cup"|205.00||
"04667"|"1"|1.00|"tbsp"|12.80||
"04667"|"2"|1.00|"cup"|205.00||
"04668"|"1"|1.00|"cup"|227.00||
"04668"|"2"|1.00|"tbsp"|14.00|1|
"04668"|"3"|1.00|"tsp"|4.70||
"04669"|"1"|1.00|"tablespoon"|13.60||
"04669"|"2"|1.00|"cup"|218.00||
"04669"|"3"|1.00|"teaspoon"|4.50||
"04670"|"1"|1.00|"tbsp"|13.60||
"04670"|"2"|1.00|"cup"|218.00||
"04670"|"3"|1.00|"tsp"|4.50||
"04671"|"1"|1.00|"cup"|205.00||
"04671"|"2"|1.00|"tablespoon"|12.80||
"04672"|"1"|1.00|"cup"|205.00||
"04672"|"2"|1.00|"tbsp"|12.80||
"04673"|"1"|1.00|"tablespoon"|14.00||
"04674"|"1"|1.00|"tbsp"|14.00||
"04675"|"1"|1.00|"tablespoon"|14.00||
"04676"|"1"|1.00|"tablespoon"|14.00||
"04677"|"1"|1.00|"tablespoon"|14.00||
"04678"|"1"|1.00|"tbsp"|14.00|1|
"04679"|"1"|1.00|"spray , about 1/3 second (1 NLEA serving)"|0.30|1|
"04683"|"1"|1.00|"tbsp (1 NLEA serving)"|14.00|6|0.00
"04684"|"1"|1.00|"tablespoon (1 NLEA serving)"|14.00||
"04685"|"1"|1.00|"tbsp (1 NLEA serving)"|14.00||
"04685"|"2"|1.00|"cup"|214.00|3|5.33
"04686"|"1"|2.00|"tbsp (1 serving)"|30.00|2|
"04687"|"1"|1.00|"tablespoon (1 NLEA serving)"|14.00||
"04688"|"1"|1.00|"serving (approximately 10 sprays)"|8.00||
"04689"|"1"|1.00|"tbsp (1 NLEA serving)"|14.00||
"04690"|"1"|1.00|"tbsp"|14.90|16|1.39
"04691"|"1"|1.00|"cup"|227.00||
"04691"|"2"|1.00|"tablespoon"|14.00||
"04691"|"3"|1.00|"teaspoon"|4.00||
"04692"|"1"|1.00|"tbsp"|14.00|1|
"04693"|"1"|1.00|"tbsp"|14.00|1|
"04694"|"1"|1.00|"cup"|229.00||
"04694"|"2"|1.00|"teaspoon"|4.80||
"04694"|"3"|1.00|"tbsp"|14.00|1|
"04695"|"1"|1.00|"cup"|229.00||
"04695"|"2"|1.00|"teaspoon"|4.80||
"04695"|"3"|1.00|"tbsp"|14.00|1|
"04696"|"1"|1.00|"cup"|229.00||
"04696"|"2"|1.00|"teaspoon"|4.80||
"04696"|"3"|1.00|"tbsp"|14.00|1|
"04697"|"1"|1.00|"tbsp"|14.00|1|
"09001"|"1"|1.00|"cup"|98.00||
"09001"|"2"|1.00|"fruit without refuse"|4.80||
"09002"|"1"|1.00|"cup"|242.00||
"09002"|"2"|1.00|"fl oz"|30.20||
"09003"|"1"|1.00|"cup, quartered or chopped"|125.00||
"09003"|"2"|1.00|"cup slices"|109.00|60|6.95
"09003"|"3"|1.00|"large (3-1/4"" dia)"|223.00|113|32.27
"09003"|"4"|1.00|"medium (3"" dia)"|182.00|113|20.57
"09003"|"5"|1.00|"small (2-3/4"" dia)"|149.00|113|17.36
"09003"|"6"|1.00|"extra small (2-1/2"" dia)"|101.00||
"09003"|"7"|1.00|"NLEA serving"|242.00||
"09004"|"1"|1.00|"cup slices"|110.00||
"09004"|"2"|1.00|"large (3-1/4"" dia)"|216.00|20|29.84
"09004"|"3"|1.00|"medium (3"" dia)"|161.00|19|20.52
"09004"|"4"|1.00|"small (2-3/4"" dia)"|132.00|19|14.44
"09005"|"1"|1.00|"cup slices"|171.00|1|
"09006"|"1"|1.00|"cup slices"|170.00||
"09007"|"1"|1.00|"cup slices"|204.00||
"09008"|"1"|1.00|"cup slices"|204.00||
"09009"|"1"|1.00|"cup"|60.00||
"09010"|"1"|1.00|"cup"|193.00||
"09011"|"1"|1.00|"cup"|86.00||
"09011"|"2"|1.00|"ring"|6.40||
"09012"|"1"|1.00|"cup"|255.00||
"09013"|"1"|1.00|"cup"|280.00||
"09014"|"1"|1.00|"cup slices"|173.00||
"09015"|"1"|1.00|"cup slices"|206.00||
"09016"|"1"|1.00|"cup"|248.00||
"09016"|"2"|1.00|"fl oz"|31.00||
"09016"|"3"|1.00|"drink box (8.45 fl oz)"|262.00||
"09017"|"1"|1.00|"can (6 fl oz)"|211.00||
"09018"|"1"|1.00|"cup"|239.00||
"09018"|"2"|1.00|"fl oz"|29.90||
"09019"|"1"|1.00|"cup"|244.00|81|
"09020"|"1"|1.00|"cup"|246.00|72|
"09021"|"1"|1.00|"cup, halves"|155.00||
